61463,88,9.70,0.47,
61583,88,9.70,0.46,
61704,88,9.70,0.46,
61824,88,9.70,0.45,
61944,88,9.70,0.46,
62064,88,9.70,0.46,
62184,88,9.80,0.47,
62304,88,9.70,0.45,
62424,88,9.70,0.47,
62544,88,9.70,0.46,
62664,88,9.70,0.47,
62784,88,9.70,0.46,
62904,88,9.70,0.46,
63024,88,9.70,0.45,
63144,88,9.70,0.47,
63264,88,9.70,0.46,
63384,88,9.70,0.47,
63504,88,9.70,0.46,
63624,88,9.70,0.46,
63744,88,9.70,0.45,
63864,88,9.70,0.45,
63984,88,9.70,0.46,
64104,88,9.70,0.45,
64224,88,9.70,0.45,
64344,88,9.70,0.47,
64464,88,9.70,0.45,
64585,88,9.70,0.47,
64705,88,9.70,0.47,
64825,88,9.70,0.47,
64945,88,9.70,0.47,
65065,88,9.70,0.46,
65185,88,9.70,0.47,
65305,88,9.70,0.46,
65425,88,9.70,0.45,
65545,88,9.70,0.45,
65665,88,9.60,0.46,
65785,88,9.70,0.46,
65905,88,9.70,0.46,
66025,88,9.70,0.47,
66145,88,9.70,0.46,
66265,88,9.70,0.47,
66385,88,9.70,0.46,
66505,88,9.70,0.46,
66625,88,9.70,0.44,
66745,88,9.70,0.44,
66865,88,9.70,0.45,
66985,88,9.70,0.44,
67105,88,9.70,0.45,
67225,88,9.70,0.45,
67346,88,9.60,0.44,
67466,88,9.60,0.44,
67586,88,9.60,0.45,
67706,88,9.60,0.44,
67826,88,9.60,0.45,
67946,88,9.60,0.44,
68066,88,9.60,0.44,
68186,88,9.60,0.43,
68306,88,9.60,0.44,
68426,88,9.60,0.44,
68546,88,9.60,0.45,
68666,88,9.60,0.44,
68786,88,9.50,0.43,
68906,88,9.50,0.44,
69026,88,9.50,0.45,
69146,88,9.50,0.44,
69266,88,9.50,0.45,
69386,88,9.60,0.43,
69506,88,9.50,0.42,
69626,88,9.50,0.44,
69746,88,9.50,0.43,
69866,88,9.50,0.43,
69986,88,9.50,0.43,
70106,88,9.50,0.44,
70227,88,9.50,0.44,
70347,88,9.50,0.45,
70467,88,9.50,0.43,
70587,88,9.50,0.46,
70707,88,9.40,0.43,
70827,88,9.50,0.44,
70947,88,9.50,0.44,
71067,88,9.50,0.44,
71187,88,9.40,0.44,
71307,88,9.50,0.43,
71427,88,9.50,0.43,
71547,88,9.40,0.44,
71667,88,9.40,0.43,
71787,88,9.40,0.43,
71907,88,9.40,0.41,
